CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
50112,Customer_50112,48,Male,Los Angeles,15,32.07,273,1
50113,Customer_50113,58,Male,Chicago,7,44.67,381,0
50114,Customer_50114,48,Female,Los Angeles,3,76.05,451,0
50115,Customer_50115,38,Male,New York,18,66.81,397,0
50116,Customer_50116,42,Male,Los Angeles,12,74.18,308,0
50117,Customer_50117,54,Male,Houston,12,41.47,452,0
50118,Customer_50118,69,Male,Chicago,10,64.64,88,1
50119,Customer_50119,48,Male,Chicago,23,36.01,71,1
50120,Customer_50120,44,Male,Los Angeles,8,67.2,58,1
50121,Customer_50121,53,Female,Houston,8,81.46,143,1
50122,Customer_50122,31,Male,Chicago,15,82.9,486,0
50123,Customer_50123,66,Male,Chicago,9,32.68,486,0
50124,Customer_50124,66,Male,New York,18,74.11,251,0
50125,Customer_50125,48,Male,Miami,3,36.64,364,1
50126,Customer_50126,38,Female,Chicago,18,86.47,188,1
50127,Customer_50127,18,Female,Chicago,13,61.24,325,0
50128,Customer_50128,62,Male,Houston,6,34.44,446,1
50129,Customer_50129,57,Female,Houston,12,67.01,140,0
50130,Customer_50130,20,Male,Los Angeles,18,83.06,133,1
50131,Customer_50131,36,Male,Houston,18,59.56,431,1
50132,Customer_50132,49,Female,Los Angeles,22,53.14,427,0
50133,Customer_50133,37,Male,New York,5,65.23,356,1
50134,Customer_50134,54,Female,New York,8,43.86,51,1
50135,Customer_50135,24,Male,New York,8,91.23,52,0
50136,Customer_50136,48,Male,Chicago,15,30.98,86,0
50137,Customer_50137,28,Male,New York,12,47.5,348,0
50138,Customer_50138,35,Female,Chicago,3,53.41,241,1
50139,Customer_50139,48,Female,New York,13,78.66,199,0
50140,Customer_50140,22,Male,Miami,2,57.3,384,1
50141,Customer_50141,61,Female,Los Angeles,7,38.86,364,0
50142,Customer_50142,19,Male,New York,21,41.55,273,0
50143,Customer_50143,25,Male,Chicago,4,53.95,250,1
50144,Customer_50144,49,Male,New York,1,85.06,87,0
50145,Customer_50145,51,Female,New York,11,82.68,122,0
50146,Customer_50146,56,Male,New York,2,92.42,347,0
50147,Customer_50147,48,Male,New York,12,89.7,392,0
50148,Customer_50148,51,Female,Houston,24,40.04,433,1
50149,Customer_50149,22,Female,Houston,10,70.15,134,1
50150,Customer_50150,70,Female,Miami,20,42.11,330,0
50151,Customer_50151,67,Female,Miami,11,49.81,205,1
50152,Customer_50152,31,Male,Miami,7,53.24,366,0
50153,Customer_50153,67,Male,Houston,19,93.04,393,1
50154,Customer_50154,56,Female,Los Angeles,21,95.56,383,1
50155,Customer_50155,45,Female,Houston,21,49.11,305,0
50156,Customer_50156,58,Female,Houston,18,99.84,174,0
50157,Customer_50157,40,Male,Los Angeles,5,97.17,471,0
50158,Customer_50158,68,Female,New York,20,67.23,227,1
50159,Customer_50159,44,Female,Los Angeles,1,95.91,218,0
50160,Customer_50160,57,Male,Chicago,22,66.82,89,0
50161,Customer_50161,61,Female,New York,21,99.87,383,0
50162,Customer_50162,50,Female,Chicago,17,96.05,488,0
50163,Customer_50163,51,Female,Chicago,2,89.6,363,1
50164,Customer_50164,50,Male,Los Angeles,2,45.4,370,0
50165,Customer_50165,53,Female,Houston,7,93.56,329,1
50166,Customer_50166,32,Male,Chicago,13,60.88,146,1
50167,Customer_50167,41,Male,Los Angeles,9,80.12,142,1
50168,Customer_50168,46,Female,Houston,22,74.79,386,1
50169,Customer_50169,30,Male,New York,14,63.12,495,0
50170,Customer_50170,57,Female,New York,14,88.26,163,0
50171,Customer_50171,25,Female,Chicago,13,39.84,279,1
50172,Customer_50172,58,Female,Houston,17,57.44,178,1
50173,Customer_50173,33,Male,New York,18,87.93,238,0
50174,Customer_50174,47,Female,Chicago,11,59.55,390,0
50175,Customer_50175,35,Female,New York,11,46.4,219,0
50176,Customer_50176,61,Male,Houston,4,58.91,107,0
50177,Customer_50177,51,Male,Chicago,23,68.94,147,0
50178,Customer_50178,64,Male,Houston,7,71.13,261,0
50179,Customer_50179,56,Female,Miami,5,30.02,189,0
50180,Customer_50180,19,Female,Chicago,9,42.73,370,0
50181,Customer_50181,52,Male,Chicago,15,37.68,246,1
50182,Customer_50182,44,Female,Los Angeles,24,87.8,388,1
50183,Customer_50183,48,Male,Los Angeles,4,47.72,402,1
50184,Customer_50184,31,Female,Miami,15,56.36,93,1
50185,Customer_50185,46,Male,Miami,20,56.9,444,0
50186,Customer_50186,19,Male,Miami,16,66.89,411,0
50187,Customer_50187,37,Female,New York,16,78.46,356,1
50188,Customer_50188,66,Female,Chicago,21,50.26,150,0
50189,Customer_50189,51,Female,Chicago,4,92.25,83,0
50190,Customer_50190,24,Male,Chicago,6,70.75,458,0
50191,Customer_50191,47,Female,Chicago,12,42.93,198,1
50192,Customer_50192,45,Female,Houston,20,58.96,375,0
50193,Customer_50193,36,Male,New York,20,73.18,148,0
50194,Customer_50194,29,Male,Houston,14,85.19,401,0
50195,Customer_50195,58,Female,Los Angeles,10,79.32,136,1
50196,Customer_50196,36,Female,Miami,2,81.09,68,0
50197,Customer_50197,37,Male,Houston,6,78.12,448,0
50198,Customer_50198,41,Female,Houston,21,84.74,481,0
50199,Customer_50199,43,Male,Houston,17,41.92,337,0
50200,Customer_50200,18,Male,New York,1,98.83,130,0
50201,Customer_50201,69,Male,Los Angeles,20,46.27,273,1
50202,Customer_50202,20,Female,Chicago,15,99.74,61,0
50203,Customer_50203,66,Male,Miami,19,54.78,415,1
50204,Customer_50204,46,Male,New York,14,58.18,93,1
50205,Customer_50205,48,Male,Chicago,13,59.41,81,0
50206,Customer_50206,19,Female,Chicago,12,31.59,464,0
50207,Customer_50207,56,Female,Chicago,16,75.59,54,0
50208,Customer_50208,18,Male,Chicago,1,89.6,200,1
50209,Customer_50209,33,Female,New York,14,48.21,74,0
50210,Customer_50210,55,Female,New York,23,76.49,122,1
50211,Customer_50211,19,Female,New York,3,90.99,437,1
50212,Customer_50212,67,Female,Chicago,18,60.13,400,1
50213,Customer_50213,43,Female,New York,1,44.17,338,0
50214,Customer_50214,29,Female,Houston,11,37.12,449,1
50215,Customer_50215,20,Female,Los Angeles,17,54.13,424,0
50216,Customer_50216,70,Female,Chicago,5,72.82,377,1
50217,Customer_50217,50,Male,Chicago,2,96.8,366,1
50218,Customer_50218,42,Female,Houston,12,30.69,118,0
50219,Customer_50219,39,Male,Houston,5,56.23,398,1
50220,Customer_50220,34,Male,Houston,11,63.53,126,1
50221,Customer_50221,67,Male,New York,14,49.24,373,0
50222,Customer_50222,31,Female,Houston,17,63.83,389,1
50223,Customer_50223,19,Male,Los Angeles,12,78.67,499,1
50224,Customer_50224,55,Female,Los Angeles,24,30.17,72,0
50225,Customer_50225,44,Male,Los Angeles,21,38.24,97,1
50226,Customer_50226,26,Male,Houston,23,83.6,119,0
50227,Customer_50227,24,Male,Los Angeles,21,35.62,56,0
50228,Customer_50228,43,Male,New York,3,53.83,207,1
50229,Customer_50229,64,Male,Chicago,10,42.18,112,1
50230,Customer_50230,44,Male,Los Angeles,7,49.65,50,0
50231,Customer_50231,51,Male,Chicago,16,38.05,76,0
50232,Customer_50232,45,Female,Chicago,18,55.83,206,1
50233,Customer_50233,64,Male,Houston,22,57.31,266,0
50234,Customer_50234,50,Male,Los Angeles,15,41.9,154,0
50235,Customer_50235,68,Female,Houston,15,70.52,264,1
50236,Customer_50236,48,Female,New York,19,67.23,57,0
50237,Customer_50237,32,Male,Miami,11,47.09,309,1
50238,Customer_50238,31,Female,Chicago,4,42.6,57,1
50239,Customer_50239,65,Female,Houston,7,63.51,131,1
50240,Customer_50240,25,Male,Houston,9,38.57,492,1
50241,Customer_50241,65,Male,Miami,24,38.56,229,0
50242,Customer_50242,34,Male,Chicago,8,38.31,393,1
50243,Customer_50243,21,Male,Miami,2,32.79,94,1
50244,Customer_50244,58,Male,Chicago,18,96.01,423,0
50245,Customer_50245,24,Female,Los Angeles,2,87.09,188,0
50246,Customer_50246,63,Male,Los Angeles,7,48.01,405,1
50247,Customer_50247,34,Male,New York,18,84.53,307,0
50248,Customer_50248,64,Female,Chicago,11,43.19,496,1
50249,Customer_50249,44,Male,New York,16,72.49,394,0
50250,Customer_50250,23,Male,Houston,14,40.59,226,1
50251,Customer_50251,22,Male,Miami,2,80.18,71,1
50252,Customer_50252,38,Female,Los Angeles,13,50.91,109,1
50253,Customer_50253,33,Male,Chicago,11,31.01,385,1
50254,Customer_50254,50,Female,New York,22,77.67,277,1
50255,Customer_50255,48,Female,Miami,20,90.09,208,0
50256,Customer_50256,31,Male,New York,24,53.73,484,1
50257,Customer_50257,52,Female,Los Angeles,21,99.59,211,1
50258,Customer_50258,69,Female,Chicago,23,33.5,200,1
50259,Customer_50259,66,Female,New York,8,91.02,124,0
50260,Customer_50260,19,Male,Chicago,13,95.64,121,1
50261,Customer_50261,35,Male,New York,7,99.92,445,1
50262,Customer_50262,60,Female,Los Angeles,14,52.8,160,1
50263,Customer_50263,37,Female,Los Angeles,16,69.45,164,0
50264,Customer_50264,47,Female,New York,20,37.37,326,1
50265,Customer_50265,41,Male,Chicago,1,93.27,114,1
50266,Customer_50266,61,Male,Chicago,5,90.2,348,0
50267,Customer_50267,68,Female,Chicago,17,75.55,445,1
50268,Customer_50268,63,Male,Chicago,21,78.73,493,1
50269,Customer_50269,68,Female,New York,10,88.37,215,0
50270,Customer_50270,50,Female,Houston,6,99.35,305,0
50271,Customer_50271,30,Male,Los Angeles,1,49.94,259,1
50272,Customer_50272,48,Male,Chicago,2,43.47,302,0
50273,Customer_50273,33,Male,Chicago,13,60.06,491,1
50274,Customer_50274,18,Female,New York,4,65.19,310,0
50275,Customer_50275,31,Male,Chicago,20,59.58,361,0
50276,Customer_50276,38,Female,New York,22,57.06,394,0
50277,Customer_50277,30,Female,Los Angeles,21,67.25,214,0
50278,Customer_50278,36,Female,New York,13,42.34,425,1
50279,Customer_50279,23,Male,Chicago,22,92.84,181,1
50280,Customer_50280,69,Male,New York,14,55.59,326,0
50281,Customer_50281,27,Female,Chicago,17,86.74,210,0
50282,Customer_50282,64,Female,Miami,22,32.38,221,1
50283,Customer_50283,70,Female,New York,5,97.52,422,0
50284,Customer_50284,50,Male,Houston,17,99.69,112,0
50285,Customer_50285,26,Male,Los Angeles,2,40.74,250,0
50286,Customer_50286,42,Male,New York,6,80.55,396,1
50287,Customer_50287,34,Female,Chicago,23,77.52,137,1
50288,Customer_50288,70,Female,New York,11,34.27,306,0
50289,Customer_50289,40,Female,Chicago,9,45.31,182,0
50290,Customer_50290,39,Male,Los Angeles,13,76.5,104,1
50291,Customer_50291,66,Male,Miami,9,61.29,282,1
50292,Customer_50292,25,Male,Los Angeles,9,80.23,395,0
50293,Customer_50293,44,Male,New York,14,39.57,385,0
50294,Customer_50294,41,Female,Chicago,11,62.07,165,1
50295,Customer_50295,29,Female,Los Angeles,19,59.93,480,0
50296,Customer_50296,26,Male,Los Angeles,24,65.92,391,1
50297,Customer_50297,54,Female,Miami,1,99.02,399,0
50298,Customer_50298,34,Female,Miami,14,47.49,430,1
50299,Customer_50299,65,Female,Houston,11,52.57,252,1
50300,Customer_50300,42,Male,Chicago,19,31.73,78,0
50301,Customer_50301,30,Male,Houston,5,38.69,213,0
50302,Customer_50302,62,Male,Houston,24,43.04,276,0
50303,Customer_50303,69,Male,Chicago,12,94.05,194,1
50304,Customer_50304,51,Female,New York,6,75.53,449,1
50305,Customer_50305,47,Male,New York,16,68.55,188,0
50306,Customer_50306,70,Female,Chicago,16,89.13,438,0
50307,Customer_50307,45,Male,Houston,9,97.17,153,0
50308,Customer_50308,34,Male,Chicago,10,75.07,176,0
50309,Customer_50309,20,Male,Los Angeles,16,83.2,71,0
50310,Customer_50310,61,Female,Los Angeles,20,88.18,372,1
50311,Customer_50311,28,Male,Los Angeles,1,87.03,367,0
50312,Customer_50312,33,Male,Houston,11,69.24,280,1
50313,Customer_50313,35,Female,Los Angeles,13,78.62,476,0
50314,Customer_50314,69,Female,Houston,19,88.32,451,1
50315,Customer_50315,53,Female,Houston,17,62.23,266,1
50316,Customer_50316,51,Male,Houston,10,63.32,409,1
50317,Customer_50317,34,Female,Houston,4,71.31,442,1
50318,Customer_50318,30,Female,New York,2,33.62,264,0
50319,Customer_50319,60,Male,Houston,17,33.96,343,1
50320,Customer_50320,36,Female,New York,23,98.7,327,0
50321,Customer_50321,51,Male,Chicago,19,45.34,329,1
50322,Customer_50322,34,Male,Chicago,22,93.98,114,0
50323,Customer_50323,70,Female,Houston,12,30.5,67,0
50324,Customer_50324,23,Male,Chicago,20,89.82,116,0
50325,Customer_50325,66,Male,Miami,3,47.29,261,0
50326,Customer_50326,34,Male,Houston,17,30.72,149,0
50327,Customer_50327,45,Female,Chicago,17,31.6,179,1
50328,Customer_50328,25,Female,New York,19,80.9,145,1
50329,Customer_50329,61,Male,Chicago,11,75.65,378,0
50330,Customer_50330,38,Female,Houston,6,81.84,52,1
50331,Customer_50331,23,Male,Chicago,3,65.45,186,0
50332,Customer_50332,22,Male,Los Angeles,19,43.82,186,0
50333,Customer_50333,28,Female,Houston,6,75.88,342,1
50334,Customer_50334,61,Female,Houston,3,77.17,173,1
50335,Customer_50335,29,Female,Houston,19,47.74,93,0
50336,Customer_50336,62,Male,Chicago,8,52.9,391,1
50337,Customer_50337,22,Female,New York,14,45.3,63,0
50338,Customer_50338,28,Female,Miami,18,88.55,150,0
50339,Customer_50339,70,Male,Miami,3,34.76,353,0
50340,Customer_50340,67,Male,Chicago,2,70.46,474,1
50341,Customer_50341,19,Male,New York,9,55.32,326,0
50342,Customer_50342,22,Female,New York,21,90.74,499,0
50343,Customer_50343,49,Male,Chicago,15,59.99,94,0
50344,Customer_50344,54,Female,Miami,24,80.24,389,1
50345,Customer_50345,43,Male,New York,4,96.79,456,1
50346,Customer_50346,43,Male,Miami,24,61.15,379,1
50347,Customer_50347,41,Male,Chicago,16,57.12,292,1
50348,Customer_50348,24,Male,Chicago,14,57.18,156,0
50349,Customer_50349,20,Male,New York,16,93.74,416,1
50350,Customer_50350,64,Female,Houston,18,34.34,88,1
50351,Customer_50351,62,Male,Houston,1,79.68,69,1
50352,Customer_50352,44,Male,Houston,19,52.68,133,1
50353,Customer_50353,25,Male,Miami,9,93.51,455,1
50354,Customer_50354,55,Female,New York,9,56.26,193,0
50355,Customer_50355,60,Female,Los Angeles,22,32.16,99,1
50356,Customer_50356,35,Male,Houston,24,56.89,259,0
50357,Customer_50357,31,Male,Houston,6,82.95,341,0
50358,Customer_50358,42,Female,New York,8,39.21,115,1
50359,Customer_50359,49,Female,Houston,18,78.24,436,0
50360,Customer_50360,60,Female,New York,11,37.13,260,0
50361,Customer_50361,55,Female,Chicago,21,36.88,339,1
50362,Customer_50362,20,Male,Los Angeles,21,53.7,406,0
50363,Customer_50363,32,Male,Chicago,12,75.69,498,1
50364,Customer_50364,51,Female,Miami,24,31.54,294,1
50365,Customer_50365,47,Female,Los Angeles,5,37.25,293,0
50366,Customer_50366,52,Male,Miami,20,59.49,207,0
50367,Customer_50367,40,Male,New York,15,67.29,301,1
50368,Customer_50368,61,Male,Miami,11,92.93,186,1
50369,Customer_50369,21,Male,New York,22,84.31,415,0
50370,Customer_50370,48,Female,Los Angeles,20,70.62,394,1
50371,Customer_50371,46,Male,Chicago,21,86.81,281,0
50372,Customer_50372,64,Male,Miami,16,93.17,500,0
50373,Customer_50373,66,Male,Houston,18,70.5,449,1
50374,Customer_50374,61,Female,Chicago,14,91.71,347,0
50375,Customer_50375,22,Female,New York,3,73.36,420,0
50376,Customer_50376,50,Female,Miami,19,49.69,424,0
50377,Customer_50377,33,Male,Miami,22,35.15,331,0
50378,Customer_50378,28,Female,Chicago,20,58.9,454,0
50379,Customer_50379,48,Male,Chicago,6,66.05,165,0
50380,Customer_50380,60,Female,Miami,12,97.11,393,1
50381,Customer_50381,70,Female,Los Angeles,23,73.45,123,0
50382,Customer_50382,54,Male,New York,17,37.98,307,0
50383,Customer_50383,25,Female,Miami,21,41.95,305,0
50384,Customer_50384,25,Female,Miami,3,90.96,411,1
50385,Customer_50385,32,Male,Miami,13,81.11,275,1
50386,Customer_50386,20,Female,Chicago,13,75.04,57,1
50387,Customer_50387,63,Male,Chicago,9,36.63,204,0
50388,Customer_50388,52,Male,Los Angeles,23,65.29,295,0
50389,Customer_50389,69,Female,Houston,14,91.54,442,1
50390,Customer_50390,32,Male,New York,6,50.28,76,0
50391,Customer_50391,44,Male,Miami,18,30.11,291,1
50392,Customer_50392,18,Male,Chicago,23,64.82,344,1
50393,Customer_50393,44,Male,New York,15,76.65,433,1
50394,Customer_50394,50,Female,Los Angeles,8,85.14,193,0
50395,Customer_50395,57,Male,Miami,16,47.08,140,0
50396,Customer_50396,51,Male,Houston,5,99.44,290,1
50397,Customer_50397,22,Male,New York,24,67.46,266,0
50398,Customer_50398,57,Female,Houston,3,34.58,111,1
50399,Customer_50399,59,Male,Miami,12,34.61,419,1
50400,Customer_50400,39,Female,Houston,6,62.19,229,0
50401,Customer_50401,29,Female,Los Angeles,7,33.82,310,1
50402,Customer_50402,70,Male,Miami,12,39.2,304,1
50403,Customer_50403,34,Male,Los Angeles,24,92.17,489,0
50404,Customer_50404,50,Male,Houston,10,88.78,305,0
50405,Customer_50405,62,Female,Miami,14,32.18,425,0
50406,Customer_50406,67,Female,Houston,1,79.83,300,1
50407,Customer_50407,56,Male,New York,22,86.48,330,1
50408,Customer_50408,68,Male,Miami,14,58.54,461,0
50409,Customer_50409,38,Male,Houston,2,45.03,490,0
50410,Customer_50410,22,Female,Los Angeles,8,57.98,450,0
50411,Customer_50411,64,Male,Los Angeles,13,98.98,482,1
50412,Customer_50412,55,Female,Houston,4,42.8,301,0
50413,Customer_50413,28,Female,Chicago,2,70.91,302,0
50414,Customer_50414,54,Male,Chicago,13,78.02,179,0
50415,Customer_50415,34,Male,Chicago,6,39.14,469,1
50416,Customer_50416,45,Female,Miami,16,53.52,459,0
50417,Customer_50417,28,Female,Houston,15,64.38,168,1
50418,Customer_50418,49,Male,Houston,10,90.2,125,0
50419,Customer_50419,69,Female,Los Angeles,24,89.33,186,0
50420,Customer_50420,34,Male,Los Angeles,4,81.48,281,1
50421,Customer_50421,33,Female,Miami,6,52.27,463,0
50422,Customer_50422,34,Female,New York,16,47.32,122,0
50423,Customer_50423,25,Female,New York,24,75.48,152,1
50424,Customer_50424,34,Female,Houston,17,67.46,420,1
50425,Customer_50425,20,Male,New York,15,69.83,261,1
50426,Customer_50426,57,Male,Houston,7,90.86,328,1
50427,Customer_50427,33,Female,New York,17,69.02,320,0
50428,Customer_50428,64,Male,Miami,16,83.25,392,0
50429,Customer_50429,54,Female,New York,6,46.6,483,0
50430,Customer_50430,64,Female,Houston,11,64.78,384,1
50431,Customer_50431,48,Female,New York,4,53.98,190,1
50432,Customer_50432,65,Male,Houston,24,86.76,228,0
50433,Customer_50433,46,Female,Los Angeles,18,50.74,413,0
50434,Customer_50434,48,Male,Houston,4,99.6,69,1
50435,Customer_50435,68,Female,Los Angeles,21,41.06,419,1
50436,Customer_50436,48,Male,Houston,8,57.39,453,0
50437,Customer_50437,36,Female,Miami,2,96.59,225,0
50438,Customer_50438,32,Male,Chicago,17,34.91,210,1
50439,Customer_50439,58,Female,Chicago,2,88.14,372,0
50440,Customer_50440,51,Female,New York,22,59.05,480,1
50441,Customer_50441,41,Female,Los Angeles,6,42.24,388,1
50442,Customer_50442,47,Female,Houston,4,94.29,242,0
50443,Customer_50443,58,Male,Miami,13,70.17,320,1
50444,Customer_50444,27,Male,Chicago,1,57.47,104,1
50445,Customer_50445,31,Female,New York,21,40.26,366,0
50446,Customer_50446,22,Female,Los Angeles,8,90.88,219,0
50447,Customer_50447,45,Female,Houston,20,59.02,253,1
50448,Customer_50448,59,Female,Miami,21,34.47,298,0
50449,Customer_50449,32,Male,Houston,24,83.23,176,1
50450,Customer_50450,36,Female,Chicago,9,61.91,211,1
50451,Customer_50451,34,Male,Los Angeles,20,67.18,445,0
50452,Customer_50452,66,Female,Houston,11,98.57,148,0
50453,Customer_50453,24,Female,Los Angeles,21,31.89,159,0
50454,Customer_50454,28,Male,Chicago,12,30.48,265,1
50455,Customer_50455,19,Female,Los Angeles,1,71.85,489,0
50456,Customer_50456,29,Male,Miami,17,73.17,162,1
50457,Customer_50457,48,Male,Houston,21,67.81,349,1
50458,Customer_50458,43,Male,Miami,12,93.36,386,1
50459,Customer_50459,66,Female,Houston,8,55.18,64,1
50460,Customer_50460,50,Male,Los Angeles,14,50.25,415,0
50461,Customer_50461,29,Female,New York,13,40.94,138,1
50462,Customer_50462,26,Male,Miami,8,88.1,492,0
50463,Customer_50463,30,Male,Houston,5,40.14,93,0
50464,Customer_50464,52,Male,Miami,23,54.27,263,1
50465,Customer_50465,19,Male,Miami,22,58.59,192,0
50466,Customer_50466,64,Female,Los Angeles,24,56.86,424,0
50467,Customer_50467,19,Male,Houston,1,48.8,477,1
50468,Customer_50468,42,Male,Houston,17,37.54,138,0
50469,Customer_50469,26,Female,Chicago,12,43.63,326,1
50470,Customer_50470,59,Male,Miami,13,50.7,298,0
